,Motion/Topic,MP Response,Label
568,complaint by mr kampyongo hon member of parliament for shiwang andu constituency against hon members of the committee on health community development and social services who voted against the committee s report on friday 16th december 2022,i order mr chinkuli mp mr mwene mp apologise house,0
569,complaint by mr kampyongo hon member of parliament for shiwang andu constituency against hon members of the committee on health community development and social services who voted against the committee s report on friday 16th december 2022,mr chinkuli mp render apology first mr mwene mp render thereafter may resume seats,0
570,complaint by mr kampyongo hon member of parliament for shiwang andu constituency against hon members of the committee on health community development and social services who voted against the committee s report on friday 16th december 2022,mr chinkuli kanyama madam speaker i monty chinkuli personal capacity capacity member parliament kanyama constituency unreservedly apologise august house voting report committee health community development social services i member report committee adopted house,1
571,complaint by mr kampyongo hon member of parliament for shiwang andu constituency against hon members of the committee on health community development and social services who voted against the committee s report on friday 16th december 2022,madam speaker reflected conduct amounts breach parliamentary privileges contempt house i assure madam august house i shall endeavour ensure i familiarise voting system i vote report committee i belong contravention rules house,1
572,complaint by mr kampyongo hon member of parliament for shiwang andu constituency against hon members of the committee on health community development and social services who voted against the committee s report on friday 16th december 2022,mr mwene mangango madam speaker i luhamba mwene personal capacity capacity hon member parliament mangango constituency unreservedly apologise august house voting report committee health community development social services i member report committee adopted house,1
573,complaint by mr kampyongo hon member of parliament for shiwang andu constituency against hon members of the committee on health community development and social services who voted against the committee s report on friday 16th december 2022,madam speaker reflected conduct amounts breach parliamentary privileges contempt house i assure madam august house i shall endeavour ensure i vote report committee i belong contravention rules house,1
574,complaint by mr kampyongo hon member of parliament for shiwang andu constituency against hon members of the committee on health community development and social services who voted against the committee s report on friday 16th december 2022,hon members lot work i seen three matters urgent public importance if need time debate item please let us move quickly i order proceeding i run quickly there two matters urgent public importance hon member nyimba hon member mpika,0
575,mr menyani zulu hon member for nyimba on eng mulupi hon minister of infrastructure housing and urban development,mr menyani zulu nyimba on matter urgent public importance madam speaker,0
576,mr menyani zulu hon member for nyimba on eng mulupi hon minister of infrastructure housing and urban development,mr menyani zulu madam speaker matter urgent public importance directed hon minister infrastructure housing urban development,1
577,mr menyani zulu hon member for nyimba on eng mulupi hon minister of infrastructure housing and urban development,let check order proceedings i think today skipping matters urgent public importance it order paper it come later sorry we supposed notice motion her honour sorry,0
578,suspension of standing orders 27 and 115,the mrs nalumango madam speaker i beg move standing orders 27 15 national assembly zambia standing orders 2021 suspended enable house complete business order paper friday 31st march 2023 matters arising therefrom completion house adjourn sine die,1
579,suspension of standing orders 27 and 115,madam speaker standing order 27 provides automatic time adjournment standing order 115 prohibits consideration one stage bill sitting this motion seeks suspend two standing orders business order paper friday 31st march 2023 concluded thereafter adjourn sine die,1
580,suspension of standing orders 27 and 115,madam speaker let give synopsis business house considered thus far the house sat total days the house considered approximately 161 questions oral answer four motions adopt parliamentary committee reports two motions adopt reports parliamentary delegations international conferences well three private members motions additionally house debated motion thanks his excellency president special address progress made application national values principles,0
581,suspension of standing orders 27 and 115,madam speaker house passed seven bills fifteen ministerial statements explaining clarifying government policies various issues also issued house furthermore seven annual reports government departments tabled it clear statistics although house sat relatively short period volume business transacted large this attributed commitment dedication hard work hon members august house i therefore wish commend hon members job well done,1
582,suspension of standing orders 27 and 115,the madam speaker take break i wish urge hon members take time visit constituencies assess situation ground regard food security damaged infrastructure result natural disasters hon members bring attention disaster management mitigation unit dmmu falls office affected areas possible assistance,0
583,suspension of standing orders 27 and 115,madam speaker said allow thank first deputy speaker second deputy speaker able manner presided business house i also wish extend sincere gratitude office clerk national assembly staff office parliamentary business division officers various government ministries departments services rendered ensure meeting success,0
584,suspension of standing orders 27 and 115,madam speaker allow wish hon members indeed entire nation happy easter holidays this procedural motion i urge hon members support,0
585,suspension of standing orders 27 and 115,mr kampyongo shiwang andu madam speaker thank allowing make comments procedural motion moved her honour suspend standing orders 27 115 standing orders 2021,1
586,suspension of standing orders 27 and 115,indeed madam speaker motion support however i observations yes indeed acknowledge business transacted concerns express knowing meeting dedicated legislation it legislative meeting suspending standing orders 115 session would ideal situation bills supposed transact come time the executive known planned ahead meeting dedicated legislation,1
587,suspension of standing orders 27 and 115,madam speaker issue considering bills tail end meeting posing challenge hon members need ample time study apply minds bills passed president assent became acts parliament would participated rather rushing conclude going forward would like executive proactive planning meetings calendar institution well known,0
588,suspension of standing orders 27 and 115,madam speaker said i also acknowledge responsibility assigned us go back constituencies see people indeed people distress areas issue food security matter concern period expect people would fresh crops nourished unfortunately noticed many areas citizens queuing staple food mealie meal sold various expensive prices we need collectively find way cushioning people many areas beyond means so agree her honour,0
589,suspension of standing orders 27 and 115,the disasters areas if talk muchinga province one areas affected cyclone freddy many what important activates disaster teams starting provinces district levels hon members go partner getting ground ensuring wash away crossing points attended people cut accessing government services health important ones,0
590,suspension of standing orders 27 and 115,madam speaker also want her honour vice president ensure hon members parliament kept abreast happening across road kenneth kaunda conference centre ideally would expected hon minister foreign affairs international come ministerial statement share august house details summit democracy going know participation structured as blank difficult us go share information people pertaining summit zambians countries,0
591,suspension of standing orders 27 and 115,madam speaker lastly allow appreciate presiding officers manner discharged functions yes need areas improved we shall take advantage time revising standing orders harmony presiding officers entire membership august house transact business without acrimony mutual respect people representatives ensuring represent people environment conducive enough us,1
592,suspension of standing orders 27 and 115,madam speaker remarks i support suspension standing orders reservation 115 i still feel suspended knowing ample time consider bills we go business systematically,1
593,suspension of standing orders 27 and 115,hon members procedural motion so i call her honour wind debate,0
594,suspension of standing orders 27 and 115,the madam speaker i thank hon member spoken procedural motion i appreciate said,0
595,suspension of standing orders 27 and 115,madam speaker given ample guidance happened i know house court law precedence followed therefore hon colleagues see things moving little slow know intentional i think hon whip opposition aware certain work parliament done day done according executive i sure remembers issue constitution it want things last minute it amount work cover,0
596,suspension of standing orders 27 and 115,madam speaker lastly said short interaction event particularly one going across,0
597,mr menyani zulu hon member for nyimba on eng milupi hon minister of infrustrusrure housing and urban development on the state of the road to chieftainess mwape s area in nyimba,mr menyani zulu nyimba madam speaker matter urgent public importance,0
598,mr menyani zulu hon member for nyimba on eng milupi hon minister of infrustrusrure housing and urban development on the state of the road to chieftainess mwape s area in nyimba,mr menyani zulu madam speaker matter urgent public importance directed hon minister infrastructure housing urban development the ministry infrastructure housing urban development made people constituency miserable failed manage constructing roads funded world bank as result pregnant women deliver way hospital road washed away the river flooded the contractor put culverts shadow work,1
599,mr menyani zulu hon member for nyimba on eng milupi hon minister of infrustrusrure housing and urban development on the state of the road to chieftainess mwape s area in nyimba,mr menyani zulu madam speaker problem people come chinsali smoke certain type weed,0
600,mr menyani zulu hon member for nyimba on eng milupi hon minister of infrustrusrure housing and urban development on the state of the road to chieftainess mwape s area in nyimba,you resume seat hon member nyimba can progress we lot work i know hon members would want given sufficient time debate items order paper so squander time rush certain items blame presiding officer it us manage time you also help manage time properly so raise matters urgent public importance please specific point quickly,0
601,mr menyani zulu hon member for nyimba on eng milupi hon minister of infrustrusrure housing and urban development on the state of the road to chieftainess mwape s area in nyimba,mr menyani zulu i thank advice we road petauke msanzala chieftainess mwape area we also road nyimba chieftainess mwape area i thank ministry local government rural development helping us acquire boat used mvuvye river even though sometimes due current state river use boat,1
602,mr menyani zulu hon member for nyimba on eng milupi hon minister of infrustrusrure housing and urban development on the state of the road to chieftainess mwape s area in nyimba,madam speaker checked newly constructed road petauke via msanzala chieftainess found constructor good job culverts result three crossing points washed i could take case her honour office disaster failure constructor good job therefore matter,1
603,mr menyani zulu hon member for nyimba on eng milupi hon minister of infrustrusrure housing and urban development on the state of the road to chieftainess mwape s area in nyimba,just point i think matter follow hon minister infrastructure housing urban development as indicated guided previously please wait raise matter urgent public importance floor house always take initiative hon member parliament ensure make necessary follow ups that matter even qualify raised matter urgent public importance as guided please make follow hon minister responsible,0
604,mr kapyanga hon member of parliament for mpika on mr tayali hon minister of transport and logistics on the payment of tazara workers,mr kapyanga madam speaker i thank according opportunity raise matter urgent public importance pursuant standing order no 124 directed hon minister transport logistics most recently government announced nation released money meant tanzania zambia railway authority tazara workers later revealed k50 million released that information put tazara employees panic mode know whether receive full partial amounts some people gone zambia state insurance company zsic given satisfactory answers the nation especially tazara workers expected hon minister transport logistics issue ministerial statement give correct position matter,1
605,mr kapyanga hon member of parliament for mpika on mr tayali hon minister of transport and logistics on the payment of tazara workers,some issues hon members attend attend way able deal faster people happy kind service providing,0
606,mr kapyanga hon member of parliament for mpika on mr tayali hon minister of transport and logistics on the payment of tazara workers,let us make progress that concludes matters urgent public importance,0
607,cop15 on the convention on biological diversity,the minister lands natural resources mr muchima madam speaker i wish take opportunity thank allowing issue ministerial statement fifteenth session conference parties cop15 convention biological diversity held 7th 19th december 2022 montreal canada,1
608,cop15 on the convention on biological diversity,madam speaker first part cop15 held october 2021 kunming people republic china physically virtually the second part initially supposed held country april may 2022 however ultimately moved montreal canada due coronavirus disease 2019 pandemic restrictions,1
609,cop15 on the convention on biological diversity,madam speaker although conference took place canada people republic china his excellency mr huang runqiu minister ecology environment held presidency cop15 approximately participants attended conference sessions parallel events representing governments united nations un international organisations indigenous peoples local communities organisations ngos academia public sector,1
610,cop15 on the convention on biological diversity,madam speaker zambia represented delegation fifteen participants composed thirteen government delegates two delegates ngos the delegation supported zambian mission canada the fifteenth session conference parties also served fourth meeting parties nagoya protocol access genetic resources tenth meeting parties cartagena protocol biosafety,1
611,cop15 on the convention on biological diversity,madam speaker convention biological diversity international legal instrument conservation biological diversity sustainable use components fair equitable sharing benefits arising utilisation genetic resources ratified 196 nations far zambia signed convention 11th june 1992 ratified 28th may 1993,1
612,cop15 on the convention on biological diversity,madam speaker conference parties convention adopts decisions facilitate global response halt biodiversity loss restore desirable levels order biodiversity contribute global sustainable development goals sdgs well development specifically every conference parties meeting reviews implementation convention two treaties nagoya protocol access genetic resources cartagena protocol biosafety,1
613,cop15 on the convention on biological diversity,madam speaker conference parties meetings also looks progress global biodiversity finance capacity building technology transfer scientific involvement local communities sustainable utilisation biodiversity,1
614,cop15 on the convention on biological diversity,madam speaker biodiversity source essential resources ecosystem functions sustain human life including food production purification air however prior cop15 global assessments biodiversity ecosystem services shown world losing biodiversity variety life earth alarming rate these global assessments indicate 1 million plant animal species threatened extinction genetic diversity disappearing therefore cop15 montreal canada held major objective adopting decision ambitious transformative global biodiversity framework famously called gbf aims halt reverse global biodiversity loss 2030,1
615,cop15 on the convention on biological diversity,madam speaker various decisions cop15 adopted support implementation gbf however following still standing prominent ones important international national levels,1
616,cop15 on the convention on biological diversity,madam speaker decisions cop15 urged parties governments organisations implement following major issues 2030,1
617,cop15 on the convention on biological diversity,madam speaker order ensure full effective participation cop15 zambian delegation participated segment 15th december country delivered zambia statement cop15 highlighting among others zambia positions targets gbf capacity building least developed countries need establish global biodiversity fund importance promoting synergies climate change biodiversity the country also held press conference quest inform wider audience zambia key positions cop15,1
618,cop15 on the convention on biological diversity,madam speaker zambian delegation also engaged various meetings engagements considered key zambia participation cop15 some included,1
619,cop15 on the convention on biological diversity,madam speaker engagements provided platform country mobilise resources plan future collaborations partners area biodiversity conservation protection for example global environment facility gef unep soon providing government republic zambia ministry grant amounting us implement project titled early action support project help country prepare implementation post 2020 global biodiversity framework,1
620,cop15 on the convention on biological diversity,madam speaker ministry far submitted documents facilitate disbursement funds unep the project involve among activities undertaking national ecosystem assessment create baseline information current status country biodiversity ecosystem services review 2015 national biodiversity strategy action plan align global biodiversity framework eighth national development plan 8ndp among outputs,1
621,cop15 on the convention on biological diversity,madam speaker opportunity cop15 offered underestimated with decisions adopted cop15 financial resources resource mobilization zambia stands high chance receiving financial support implementation programmes projects biodiversity,1
622,cop15 on the convention on biological diversity,madam speaker preparation implementation post 2020 global biodiversity framework ministry regard intends enhance coordination natural resources sector involving government society since biodiversity the ministry also intends raise steering committee biodiversity permanent secretary level enhance compliance ministries reporting targets national biodiversity strategy action plan main policy instrument implementing global framework,1
623,cop15 on the convention on biological diversity,mr fube chilubi madam speaker i think hon minister given mouthful statement that calls ecological intelligence,1
624,cop15 on the convention on biological diversity,mr fube madam speaker look hon minister given us takes ministries like ministry mines mineral development ministry green economy environment the ministry agriculture ministry fisheries livestock many talks ground water many factors,1
625,cop15 on the convention on biological diversity,madam speaker i want find hon minister whether government developed localised framework domesticate approach resolutions,1
626,cop15 on the convention on biological diversity,mr muchima madams speaker speech i said framework weak zambia need review indeed shall look critically components agencies collaborated,1
627,cop15 on the convention on biological diversity,mr menyani zulu nyimba madam speaker i know 15th session conference parties unfccc cop15 27th session conference parties unfccc cop27 good amount money pledged towards two developed countries want help if look marine species today danger might wiped seas lakes,1
628,cop15 on the convention on biological diversity,madam speaker hon minister sits caucus meetings ministers ever tried ask pledges talked pledges us 1 billion us 200 billion forget us 251 million told us when sits people developed countries pledged knowing major destroyers systems everything planet ever sat told need headquarters addis ababa lusaka control money fulfil pledges when give us money see utilise continent africa country mother zambia,1
629,cop15 on the convention on biological diversity,mr muchima madam speaker important zambian government participate i mentioned upgrading status permanent secretary ps level higher decision made participate global meetings become part parcel decided we also going review whatever pertaining moment take consideration hon member raised,0
630,cop15 on the convention on biological diversity,mr chanda kanchibiya madam speaker aware talking sectors forestry wildlife water affected economic drivers come play critical role regard agriculture particular contributes 90 per cent forest cover loss country course due subsistence commercial farming as country measures taking ensuring safe guard especially rural areas depend heavily agriculture roll whether weak local frame work forth strengthen frameworks endanger sacrifice rural farming activities,1
631,cop15 on the convention on biological diversity,mr muchima madam speaker indeed working collaboration ministries ministry green economy environment ministry agriculture need sensitise whole nation this one area packed need activate go country wide sensitise people importance diversity i thank hon member contribution,1
632,cop15 on the convention on biological diversity,mr mushanga bwacha madam speaker statement 15th session conference parties unfccc cop15 hon minister stated project early action support undertaken country may state project undertaken zambia stands benefit,1
633,cop15 on the convention on biological diversity,mr muchima madam speaker i thank hon member question we said put place whatever required financing whatever project want undertake government requires financing barely available owing fact government coffers completely depleted we need finances come this us coming review policy put mechanisms place zambia benefit greatly interaction countries identify gaps need addressed,0
634,cop15 on the convention on biological diversity,mr kang ombe kamfinsa madam speaker i grateful opportunity ask question hon minister lands natural resources the unit ministry lands natural resources responsible issues biodiversity got duties linked work ministry green economy environment currently relation issues challenges climate change are plans intentions government transfer unit ministry green economy environment currently strategic focus deal issues environment biodiversity,1
635,cop15 on the convention on biological diversity,mr muchima madam speaker i need clarify one point ministry lands natural resources wider range got ministry water development sanitation ministry energy ministry agriculture anchored ministry lands natural resources biodiversity part natural resource we talking sources water we talking inaudible biodiversity totality living organisms animals fish plants bacteria among others water lands all anchored one ministry the ministry green economy environment environment climate deal this completely different this natural resource ministry green economy environment anchored this department ministry lands natural resources encompasses ministries there harm we one government activities,1
636,cop15 on the convention on biological diversity,mr katambo masaiti madam speaker hon minister think going achieve 30 per cent areas degraded terrestrial inland marine water ecosystems effective restorations,1
637,cop15 on the convention on biological diversity,mr muchima madam speaker question gives opportunity answer hon member parliament asked funds country the funds country within two weeks start implementing talking,0
638,cop15 on the convention on biological diversity,madam speaker envisaged 30 per cent target achieved within 2030 programme,0
639,cop15 on the convention on biological diversity,mr mutale chitambo madam speaker i grateful opportunity i heard hon minister correctly said participants agreed raise us 200 billion towards supporting biodiversity environment activities as participant much zambia pledge,1
640,cop15 on the convention on biological diversity,mr muchima madam speaker two categories poor developed countries zambia bottom i able give figure moment determined certain conferences yet sit,1
641,cop15 on the convention on biological diversity,mr tayengwa kabwata madam speaker i understand donors actually pledged lot money activities however look marine ecosystem especially kafue flats discover alien fish introduced water bodies feeding local species tilapia what measures put place reverse destruction caused ecosystem,1
642,cop15 on the convention on biological diversity,mr muchima madam speaker working colleagues ministries scientists money available i think going start investigating cases refer appropriate authorities action,0
643,washed away bridge on mwaleshi river,the mrs nalumango madam speaker government aware bridge mwaleshi river chikumbi chishala areas mukungule chiefdom mpika parliamentary constituency washed away 21st march 2023 thereby disrupting normal flow people goods services,1
644,washed away bridge on mwaleshi river,madam speaker following occurrence incident mpika district disaster management committee officers local authority conducted assessment ascertain extent damage bridge the bridge require reconstruction extent damage quite immense,1
645,washed away bridge on mwaleshi river,madam speaker house may wish note mwaleshi bridge earmarked constructed acrow bridge programme lot 3 contract awarded buildcon investment limited however bridge budgeted 2023 due financial constraints,1
646,washed away bridge on mwaleshi river,madam speaker view happened bridge road development agency rda regional office disaster management mitigation unit dmmu muchinga province currently preparing bill quantities boq undertake emergency works using force account order restore connectivity,1
647,washed away bridge on mwaleshi river,furthermore house may wish note mpika district disaster management committee engaged department national parks wildlife dnpw allow public use alternative route passes game management area gma permission since granted dnpw the house may wish note route gma shorter shiwang andu route to ensure safety people movements gma dnpw mobilised game scouts this addition already existing alternative route connects point great north road shiwang andu district shiwang andu constituency,1
648,washed away bridge on mwaleshi river,mr kampyongo shiwang andu madam speaker i thank appreciate response given house matter,0
649,washed away bridge on mwaleshi river,indeed like also stated crossing point beneficial people mpika constituency also shiwang andu well people chief mungungule umwemfu affected,1
650,washed away bridge on mwaleshi river,madam speaker i heard say disaster management mitigation unit dmmu road development agency rda planning carry emergency works using force account however account usually dry is possibility honour use dmmu emergency funds instead we speaking experience it difficult undertake emergency works using force account province is possibility office consider falling back dmmu order works done expeditiously,1
651,washed away bridge on mwaleshi river,madam speaker possibility always soon would we talking acrow bridge i sure hon member already knows acrow bridges already constructed made fit i tell exactly bridge whether completely mpika two constituencies i think hon members also sit together consider using cdf requires k6 million construct bridge we need k6 million,1
652,washed away bridge on mwaleshi river,the so when see importance instead waiting know money use especially two constituencies work together,0
653,washed away bridge on mwaleshi river,the it k6 million need works so i urge hon members indeed competing needs need bridge important however think others may need food dmmu so we start thinking alternative routes however possible think hands use quickly construct the bridge available it needs installed so installation bridge comes k6 million,1
654,washed away bridge on mwaleshi river,mr kapyanga madam speaker i thank response this bridge completely mpika district mpika constituency,1
655,washed away bridge on mwaleshi river,madam speaker bridge requires k6 million like said we implementing presidential directive build maternity wings desks so may enough resources attend bridge further road passing game park long distance foot especially school going children chikumbi chishala school,1
656,washed away bridge on mwaleshi river,madam speaker i comforted mentioned rda dmmu process preparing bill quantity boq i going ask implementation could done connect two communities,1
657,washed away bridge on mwaleshi river,the madam speaker i sure connect saying the hon member shiwang andu actually said madam account preparing boq good account he mentioned normally dry i hope get i saying however continuously work soon resources available that answer i want give hon members like however resources even dmmu i looking available now hon member told purely mpika shiwang andu we continue see alternative come quickly deal as i make commitment i sure come back say bridge yet done so hon member continue pushing reminding us also put books we working,0
658,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,benefits accrue country following his excellency president trip doha qatar,1
659,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,the madam speaker response part question i wish inform august house mr hakainde hichilema president republic zambia attended 5th united nations un conference least developed countries ldcs held doha qatar 5th 9th march 2023 held theme “ from potential prosperity,1
660,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,this un conference ldcs held every ten years main objective discussing measures accelerating sustainable development group ldcs,1
661,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker total pledges conference towards corporation ldcs estimated us billion follows,1
662,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker various initiatives opportunities announced assist ldcs including zambia speed development key sectors agriculture energy health education science technology climate change these made various fora discussed national leaders private sector parliamentarians youth actors development partners,1
663,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker private sector forum instance microsoft partnership liquid telecommunications pledged strengthen connectivity twenty million people world specifically eight million people ldcs,1
664,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker regard zambia also signed conference memorandum understanding mou liquid telecommunication zambia ministry technology science digital connectivity ensure zambia becomes regional hub fibre projects it also ensure connectivity secondary schools health clinics centres country using mix fibre wireless satellite technologies this also allow digitalisation government services improve service delivery transparency citizens,1
665,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker united nations development programme undp un office high representatives ldcs landlocked developing countries small island developing states indicated ten largest insurance companies twenty ldcs would supported make insurance accessible further million would allocated support sustainable tourism ldcs more resources would invested agriculture climate change digital connectivity energy including development 200 grids projects across africa,1
666,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker promoting food security initiative us development finance corporation united states development finance organisation provides loan guarantees political risk insurance loan financing equity investment informed meeting broadened portfolio food security us billion interested broader portfolio zambia malawi,1
667,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker president also participated earthna summit discussions held addressing global challenges addressing food insecurity promoting use indigenous knowledge heritage critical achieving food security the benefits country include promoting sustainable production food nutrition security enhanced collaboration qatar foundation,1
668,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,"madam speaker president also held bilateral meetings result enhanced development promotion good bilateral relations peace security region globally per discussion united nations secretary general mr antonio guterres also , leaders king mswati",1
669,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker another bilateral meeting held his excellency sheik mohammed bin abdurrahman deputy prime minister minister foreign affairs qatar they discussed investment opportunities zambia order encourage job creation they followed zambia debt negotiations common framework government france galvanise accelerated support debt restructuring zambia,1
670,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker discussions mr khalifa jassim director general qatar fund development centred exploring partnering qatar fund development qffd extend scholarships zambian students development activities zambia,1
671,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,the zambian delegation also exhibited sidelines conference the zambia development agency zda organised exhibition focused doha plan action priority areas productive capacity building private sector development education skills development,1
672,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,the madam speaker zambia showcased interventions undertaken promote industrialisation foreign director investment contribute economic transformation poverty reduction,1
673,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker exhibition managed zda recorded number investment enquiries new expansion existing projects estimated us million,1
674,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker various support measures critical advancing development economic diplomacy zambia looks forward immediate future graduate group ldcs category,1
675,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker response part b question i wish inform house zambia chosen summit democracy demonstrated clear leadership promoting human rights,1
676,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,the democratic governance also active member summit focal group process we range ongoing work combat pervasive forces public private corruption zambia,1
677,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,the madam speaker summit democracy flagship initiative focused strengthening democracy countering authoritarianism fighting corruption promoting respect human rights the united states america usa second summit democracy governments costa rica netherlands republic korea republic zambia this 29th march 2023 30th march 2023 underscore global desire transparency accountability governance like first summit democracy held december 2021 second summit democracy brought together leaders government civil society media private sector demonstrate democracy delivered citizens highlight democracy resolve address world pressing challenges,1
678,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker focus discussions second summit democracy country representation electoral integrity african continent panel discussions led eminent persons african region based following thematic areas,1
679,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,mr mumba madam speaker i sure heard delivery leader government business detailed events i questioned point order you guided wisdom i put urgent question,0
680,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,madam speaker i start presidential visits i know sometimes presidential visits questioned however presidential visits unique nature heard details opportunities visits the meeting held ten years obviously meeting government start implementing medium programmes benefit country however i raise point order member parliament kantanshi regarding two occasions would known important issues her honour raised can government come clearly points raised important beneficial country implemented,1
681,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,the madam speaker i thank hon member parliament kantanshi i truly appreciate the question asked gave us opportunity provide information however i agree second part question endeavour proactive truly people think president goes dance sing play so i agree hon member proactive give people information it good us give information country continue proactive,1
682,benefits to accrue from the president s trip to qatar in march 2023 and the of the second summit for democracy,mr mundubile mporokoso madam speaker standing orders suspended tomorrow comfort hon members session tackled tomorrow it important hon members given opportunity ask questions,0
683,mr banda hon member for petauke central on the leader of government business in the house mrs nalumango on salaries for councillors and chiefs countrywide,mr banda petauke central madam speaker matter urgent public importance,0
684,mr banda hon member for petauke central on the leader of government business in the house mrs nalumango on salaries for councillors and chiefs countrywide,mr banda madam speaker thank giving good people petauke opportunity raise matter urgent public importance this matter directed leader government business house,0
685,mr banda hon member for petauke central on the leader of government business in the house mrs nalumango on salaries for councillors and chiefs countrywide,mr banda madam speaker last year passed motion councilors chiefs countrywide in wards petauke kazungula solwezi chama four councillors sick money go hospital get medication,1
686,mr banda hon member for petauke central on the leader of government business in the house mrs nalumango on salaries for councillors and chiefs countrywide,madam speaker last year approved motion councillors chiefs countrywide put salaries instead allowances getting currently if continue delay putting people salaries continue dying afford buy medicine we lost one councillors copperbelt,1
687,mr banda hon member for petauke central on the leader of government business in the house mrs nalumango on salaries for councillors and chiefs countrywide,from i hearing matter qualify raised matter urgent public importance please relevant authorities so matter admitted,0
688,mr banda hon member for petauke central on the leader of government business in the house mrs nalumango on salaries for councillors and chiefs countrywide,hon members time i allowed matter one indication matter urgent public importance i sure looked order paper noted lot work today so matters submitted later i announced hon members kasenengwa kawambwa find means raise matters,0
689,performance of the economy as at 31st january 2023,the minister finance national planning dr musokotwane madam speaker i grateful opportunity brief house state economy allow begin reaffirming house ambition nation remains achieving targets providing economic opportunities zambians becoming country forefront supporting global energy transition food security in regard reflections afternoon context developments global domestic economies affected zambian economy 31st january 2023,1
690,performance of the economy as at 31st january 2023,madam speaker growth global economy according world economic outlook projected decline percent 2023 estimated percent 2022 this account tighter monetary policy rein inflation conflict continued impact economic activities the resurgence coronavirus disease 2019 pandemic china amidst lockdown policies dampened growth 2022 however believe though china gradual reopening expected speed economic recovery,1
691,performance of the economy as at 31st january 2023,madam speaker spillover war led disruptions include increase prices critical commodities petroleum products fertilisers the average crude oil price first half 2022 rose us per barrel us per barrel recorded period 2021 this led higher domestic petroleum pump prices diesel price peaking per litre july similarly international price fertiliser measured fertilisers price index increased per cent per metric tonne august 202l august 2022,1
692,performance of the economy as at 31st january 2023,madam speaker government continues implement cost reflective policy petroleum pricing bearing mind control international oil prices to effect adjustments fuel pump prices monthly basis line defined criteria further reflect costs order reduce transportation costs bringing diesel work converting pipeline concluded diesel comes pipeline,1
693,performance of the economy as at 31st january 2023,madam speaker fourth special meeting cabinet resolved farmer input support programme fisp migrates enhanced electronic system beginning agriculture season however conflict greatly affected supply fertiliser world market caused drastic increase prices the implementation electronic system would require private sector take upfront risks importing fertiliser stocking various outlets countrywide this posed threat fertiliser farmers huge financial resources required private sector mobilise required quantities,1
694,performance of the economy as at 31st january 2023,madam speaker despite disruptions supply chain fertiliser global market due war eastern europe government remains steadfast sustainable solution country produce enough stocks commodity promotion private sector participation in addition government optimistic sustainable path reform fisp including migrating ) system comprehensive farmer support scaling extension services,1
695,performance of the economy as at 31st january 2023,madam speaker taking consideration impact global economy national economy government continue monitoring global events boldly take necessary measures required cushion impact events economy zambian people,1
696,performance of the economy as at 31st january 2023,madam speaker annual inflation measured consumer price index cpi recorded per cent january 2023 signaling continued deceleration reduction average increase prices goods services inflation recorded per cent january 2022 closed year percent december 2022 on annual basis inflation averaged per cent per cent 2021 2022 respectively,1
