,Motion/Topic,MP Response
7803,NUMBER OF HOUSEHOLDS CONNECTED TO PIPED WATER IN KALABO,Mr Kampyongo Madam Speaker rules House clear When hon Ministers responding questions must speak Standing Orders provide Is hon Minister responsible water supposed give comfort hon Member Parliament Kalabo supported hon Member Parliament Matero order start politicking
7804,NUMBER OF HOUSEHOLDS CONNECTED TO PIPED WATER IN KALABO,Madam Speaker got hon Members way trying start campaigning On serious note order start using titles permissible august House
7805,NUMBER OF HOUSEHOLDS CONNECTED TO PIPED WATER IN KALABO,We started fire front People putting fuel firewood fire little I know also fire left On lighter note I think hon Minister playing chimbuya hon Member Parliament Matero
7806,NUMBER OF HOUSEHOLDS CONNECTED TO PIPED WATER IN KALABO,Mr Mposha Madam Speaker I saying reactivated number projects stalled Western Province I want comfort hon Member Parliament Matero hon Member Parliament Kalabo Central projects already agreed timelines contractors In course year commission projects Consequently people Western Province derive many benefits commissioned
7807,NUMBER OF HOUSEHOLDS CONNECTED TO PIPED WATER IN KALABO,I thank Madam Speaker
7808,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,The Minister Health Mrs Masebo Madam Speaker Government immediate plans upgrade rural health centres The priority Government currently complete ongoing construction works include health posts health centres district hospitals
7809,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Madam Speaker stated earlier Government immediate plans upgrade rural health centres therefore question b falls
7810,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,I thank Madam Speaker
7811,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Ms Nyemba Madam Speaker Chifunabuli Lubwe Mission Hospital Kasaba Mission Hospital thank Catholic Church providing services people long time Is Government disadvantaging people Chifunabuli access family planning faith Catholic Church offer services
7812,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Mrs Masebo Madam Speaker I hear hon Member I sure agrees must first finish half start new things especially talking upgrading Except comes maternal issues view supplementary question hon Member asked agree already made policy statement effect rural health centres urban centres country maternity annex given maternity annex That instruction also supported Ministry Local Government Rural Development agreed prioritise extension maternity annexes I think hon Member knows issue I thought Member Parliament already prioritising annex maternity wings supposed added health centres I also want state Government also carrying rehabilitation works looking budget something talking However carry general upgrading near future
7813,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,I thank Madam Speaker
7814,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Ms Nyemba Madam Speaker according architectural drawings clinics rural areas maternity annexes close examination rooms So women Chifunabuli complaining especially go deliver close examination room You know human react differently Others feel privacy compromised I know hon Minister already said ministry ready upgrade clinics Government going look issue ensure future maternity annexes constructed far end clinic including Chifunabuli
7815,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Mrs Masebo Madam Speaker I may really fully appreciate point hon Member brought fore except say local issues dealt local authorities As may aware one key policies beginning implement year give functions Ministry Health provision primary healthcare local authorities We want local councils hon Members Parliament community leadership local people make decisions
7816,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,For example feel want annex away clinic culturally may issues people Lusaka may appreciate local council make decision This Government already done physical decentralisation The resources So small issues help local authorities make decisions However I already indicated already agreed every health facility maternity annex must put one So district health department see best done
7817,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Madam Speaker fixed way indicating clinic whether face east west These issues really dealt district level I also want state two hospitals district Yes one mission hospital I hear hon Member says wants thank Catholics Yes thank Catholic Church churches help Government indeed private sector organisations NGOs civil society There quite number players education sector also health sector really helping us making things possible us
7818,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Madam Speaker talk mission hospitals must also take note Government support spend resources It budgets like Government Hospitals The heath staff work mission hospitals paid Government So salaries paid Government The drugs use also supplied Government cases even grants gives Government facilities also given mission hospitals
7819,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Madam Speaker Global Fund country receives example Catholic Hospitals also So end day I safely say working together When hon Members commend mission hospitals though Government nothing supports When mission hospital take note mutual financial technical support It important hon Members Parliament leaders understand
7820,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Madam Speaker let say Chifunabuli District fact two First Level Mission Hospitals Lombwe Mission Hospital Kasaba sometimes referred Margaret Mission Hospital
7821,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Madam Speaker construction health posts places built completed end 2023 therefore consideration given construction district hospitals districts first level hospitals
7822,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Madam Speaker district mission hospital may make priority district construction hospital district hospital financing supporting even though mission hospital We districts mission hospitals Government hospitals Those first ones consider move others
7823,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Madam Speaker I thought maybe little information hon Members Parliament public could assisted understand appreciate Most importantly people must take note development equitable districts provinces It important Zambians get share support Government money
7824,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,I thank Madam Speaker
7825,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Mr Kampyongo Shiwang andu Madam Speaker I brief let say I think spirit hon Member Chifunabuli acknowledging work mission hospitals say Government anything know role played health sector
7826,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Madam Speaker I would like hon Minister clarification What normally anything sector work district health directorates designs clinics maternity annexes understand dynamics rural parameters put place maternity annexes
7827,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Madam Speaker I want clear hon Minister stated councils decide needs done That create challenge us know health sector ministry presence districts councils implement recommendations designs given office district We need clarity
7828,UPGRADE OF RURAL HEALTH CENTRES IN CHIFUNABULI DISTRICT,Mrs Masebo Madam Speaker I think hon Member ably articulated question right When I talk local authorities I talk spirit decentralisation We get I saying yet
7829,ADJOURNMENT,Government Chief Whip Acting Leader Government Business House Mr Mulusa Madam Speaker I beg move House adjourn
7830,ADJOURNMENT,The House adjourned 1915 hours 1430 hours Thursday 23rd February 2023
7831,VOLUNTARY TESTING,The exercise take place Wednesday 22nd February 2023 Parliament Main Buildings 1030 hours 1300 hours Interested hon Members encouraged test get booster vaccine
7832,VOLUNTARY TESTING,I thank
7833,POPULATION COUNCIL OF ZAMBIA SEMINAR,The seminar scheduled Wednesday 22nd February 2023 I wish inform House seminar postponed date yet communicated
7834,POPULATION COUNCIL OF ZAMBIA SEMINAR,I thank
7835,MR JAY BANDA HON MEMBER FOR PETAUKE CENTRAL ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON FLOODS IN PETAUKE,Mr Banda Petauke Central On matter urgent public importance Madam Speaker
7836,MR JAY BANDA HON MEMBER FOR PETAUKE CENTRAL ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON FLOODS IN PETAUKE,Mr Banda Madam Speaker thank giving good people Petauke opportunity raise matter urgent public importance The matter directed Leader Government Business
7837,MR JAY BANDA HON MEMBER FOR PETAUKE CENTRAL ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON FLOODS IN PETAUKE,Mr Banda Why want intervene You constituencies So represent constituencies Do open mouths anyhow There Madam Speaker
7838,MR JAY BANDA HON MEMBER FOR PETAUKE CENTRAL ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON FLOODS IN PETAUKE,Hon Member Petauke Central raise matter urgent public importance please advised supposed engage hon Members House Speak Speaker raise matter urgent public importance precisely concisely
7839,MR JAY BANDA HON MEMBER FOR PETAUKE CENTRAL ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON FLOODS IN PETAUKE,Mr Banda Madam Speaker experienced heavy rains Petauke Central yesterday destroyed 200 houses They left people homeless without food I speak
7840,MR JAY BANDA HON MEMBER FOR PETAUKE CENTRAL ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON FLOODS IN PETAUKE,Mr Banda I sure even people making noise follow guidelines Madam Speaker
7841,MR JAY BANDA HON MEMBER FOR PETAUKE CENTRAL ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON FLOODS IN PETAUKE,I asking protection
7842,MR JAY BANDA HON MEMBER FOR PETAUKE CENTRAL ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON FLOODS IN PETAUKE,My people waiting hear hon Member Parliament hon Members want disturb
7843,MR JAY BANDA HON MEMBER FOR PETAUKE CENTRAL ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON FLOODS IN PETAUKE,Madam Speaker I speak people 200 families affected constituency sleep eat food destroyed Their beddings houses destroyed Ng anda zonse zefwaika Vakulya vonse onongeka As I speak apa anga fwe na njala
7844,MR JAY BANDA HON MEMBER FOR PETAUKE CENTRAL ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON FLOODS IN PETAUKE,Mr Banda Meaning food sleep even die hunger right So I asking Leader Government Business House intervene way intervened constituencies
7845,MR MUNIR ZULU HON MEMBER FOR LUMEZI ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON LOAD SHEDDING IN LUNDAZI CHASEFU AND LUMEZI,Mr Munir Zulu On matter urgent public importance Madam Speaker
7846,MR MUNIR ZULU HON MEMBER FOR LUMEZI ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON LOAD SHEDDING IN LUNDAZI CHASEFU AND LUMEZI,Mr Munir Zulu Madam Speaker kind permitting people Lumezi raise important matter urgent public importance directed Leader Government Business House
7847,MR MUNIR ZULU HON MEMBER FOR LUMEZI ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON LOAD SHEDDING IN LUNDAZI CHASEFU AND LUMEZI,Madam Speaker hands I letter good people Lumezi Lundazi Chasefu constituencies asking police grant permit demonstrate load shedding These three districts serious power shortages I know Her Honour last week Friday indicate hon Member Parliament Lundazi raised matter load shedding alarming nation I must mention people saying answers given sufficient What obtaining mothers due delivery businessmen difficulties due power outages The bodies decomposing mortuaries load shedding people saying alarming nation talk
7848,MR MUNIR ZULU HON MEMBER FOR LUMEZI ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON LOAD SHEDDING IN LUNDAZI CHASEFU AND LUMEZI,Madam Speaker let take advantage privilege representative people Lumezi mention due answers got last week demand people outside realm politics like Engineer Abel Ng andu start answering behalf Government We allow people
7849,MR MUNIR ZULU HON MEMBER FOR LUMEZI ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON LOAD SHEDDING IN LUNDAZI CHASEFU AND LUMEZI,Hon Member Lumezi please stick lane This time ask matters urgent public importance rate questions answered That outside realm
7850,MR MUNIR ZULU HON MEMBER FOR LUMEZI ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON LOAD SHEDDING IN LUNDAZI CHASEFU AND LUMEZI,It sad considered urgent important connected national grid important people Lumezi Lundazi Chasefu
7851,MR MUNIR ZULU HON MEMBER FOR LUMEZI ON THE LEADER OF GOVERNMENT BUSINESS IN THE HOUSE MRS NALUMANGO ON LOAD SHEDDING IN LUNDAZI CHASEFU AND LUMEZI,Madam Speaker I seek serious indulgence matter For purposes office permit lay letter addressed officer commanding Lundazi Police Station Table
7852,MR KAFWAYA HON MEMBER FOR LUNTE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON DISCRIMINATORY TREATMENT OF SOME OFFICERS AT THE MINISTRY OF FINANCE AND NATIONAL PLANNING AND THE S OFFICE,Mr Kafwaya Lunte On matter urgent public importance Madam Speaker
7853,MR KAFWAYA HON MEMBER FOR LUNTE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON DISCRIMINATORY TREATMENT OF SOME OFFICERS AT THE MINISTRY OF FINANCE AND NATIONAL PLANNING AND THE S OFFICE,Mr Kafwaya Madam Speaker thank much according opportunity rise matter urgent public importance I direct hon Minister Finance National Planning I happy joined us today
7854,MR KAFWAYA HON MEMBER FOR LUNTE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON DISCRIMINATORY TREATMENT OF SOME OFFICERS AT THE MINISTRY OF FINANCE AND NATIONAL PLANNING AND THE S OFFICE,Madam Speaker matter occurred recently relates unfair illegal discriminatory treatment senior officers Ministry Finance National Planning Office
7855,MR KAFWAYA HON MEMBER FOR LUNTE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON DISCRIMINATORY TREATMENT OF SOME OFFICERS AT THE MINISTRY OF FINANCE AND NATIONAL PLANNING AND THE S OFFICE,Madam Speaker recently hon Minister Finance National Planning issued press statement indicated Government transferred people ministry account investigations That position reaffirmed another press statement issued Secretary Cabinet These officers transferred appearing Commission ACC investigations Public Accounts Committee allowances obtained authorised National Assembly Zambia
7856,MR KAFWAYA HON MEMBER FOR LUNTE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON DISCRIMINATORY TREATMENT OF SOME OFFICERS AT THE MINISTRY OF FINANCE AND NATIONAL PLANNING AND THE S OFFICE,Madam Speaker destabilisation Ministry Finance National Planning huge problem Republic Zambia ministry superintends Central Bank superintends banking institutions The Ministry Finance National Planning superintends Securities Exchange Commission SEC Pensions Insurance Authority PIA This means entire financial sector republic managed Ministry Finance National Planning Its destabilisation unfair illegal treatment senior officers
7857,MR KAFWAYA HON MEMBER FOR LUNTE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON DISCRIMINATORY TREATMENT OF SOME OFFICERS AT THE MINISTRY OF FINANCE AND NATIONAL PLANNING AND THE S OFFICE,Madam Speaker hon Colleagues may know problems arising affect global financial sector including International Monetary Fund IMF
7858,MR KAFWAYA HON MEMBER FOR LUNTE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON DISCRIMINATORY TREATMENT OF SOME OFFICERS AT THE MINISTRY OF FINANCE AND NATIONAL PLANNING AND THE S OFFICE,Mr Kafwaya Madam Speaker I hearing hon Colleagues may order people unfairly treated discriminated illegal I say hon Minister Finance National Planning inform House special audit report basis action actually illegal report Why It Secretary Treasury manages controller internal audit sanction Therefore
7859,MR KAFWAYA HON MEMBER FOR LUNTE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON DISCRIMINATORY TREATMENT OF SOME OFFICERS AT THE MINISTRY OF FINANCE AND NATIONAL PLANNING AND THE S OFFICE,Mr Kafwaya Madam Speaker issue Why hon Minister Finance National Planning I completely convinced nothing mistreatment people seated comfortably without intervening illegal unfair discriminatory treatment officers office
7860,MR KAFWAYA HON MEMBER FOR LUNTE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON DISCRIMINATORY TREATMENT OF SOME OFFICERS AT THE MINISTRY OF FINANCE AND NATIONAL PLANNING AND THE S OFFICE,I seek serious direction matter Madam Speaker
7861,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kangombe Sesheke On matter urgent public importance Madam Speaker
7862,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kangombe Madam Speaker thank much allowing raise matter urgent public importance It record time cried Floor House regard status Road This road economic value country service people Sesheke Mwandi Mulobezi Kazungula entire nation This important road
7863,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker may wish note speak road trending one worst roads globally If search YouTube definitely come across Road one worst roads
7864,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker hon Minister Finance National Planning order sit comfortably one wheels commerce Road completely become impassable season
7865,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,I seek serious ruling Madam Speaker
7866,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Hon Member Petauke Central know rainy season rain destroyed houses We seen people moving homes floods Lusaka particularly Kamwala South We seen children drowning trying swim So general state affairs Currently rainy season I seen newspaper report expect cyclone going hit us maybe tomorrow day
7867,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,So prepared weather pattern In rainy season must prepared consequences may arise The best engage Disaster Management Mitigation Unit DMMU see measures taken move people give food emergency measures taken alleviate suffering So I advise hon Member engage DMMU see assist people constituency
7868,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,The next matter urgent public importance raised hon Member Lumezi load shedding Chasefu Lundazi Lumezi He said people areas asking permit protest load shedding I know discussed matter The whole last week talking electricity coming Malawi However since hon Minister Energy maybe shed light issue
7869,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,The Minister Energy Mr Kapala Madam Speaker aware situation Lundazi Chasefu Lumezi well Chama Those areas connected Malawi I presented report ZESCO Limited carrying works substations eventually connect areas affected national grid If I right able connect end next year However look situation I present report Parliament soon possible
7870,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,I thank Madam Speaker
7871,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,So hon Member Lumezi Government aware situation something done The hon Minister come present report works going
7872,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,The next matter urgent public importance raised hon Member Lunte This item made headlines newspapers Before I react detail concerns raised hon Member Lunte today article one newspaper Commission ACC prepared explain hon Members Parliament disputing wrongs happened Ministry Finance National Planning So something condemn without knowing facts ground
7873,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Hon Member Lunte raised matter Friday You asked Leader Government Business responded bringing In accordance Standing Order 67 Standing Orders repetitious questions allowed In event Government aware investigations carried As said officers involved appearing Drug Enforcement Commission DEC ACC So investigations ongoing Let us allow investigations proceed without interference anyone If people innocent cleared There need worry However I think everyone worried people supporting removal people others removal Government money lost little money lot money
7874,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Hon Member aware details like us would even raise finger You would wait see investigations carried satisfaction everyone So let us worry unfair illegal unjust treatment According conditions service found wanting either transferred suspended In case officers transferred They suspended investigations carried So let us worry However hon Minister He say something issue
7875,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,The Minister Finance National Planning Dr Musokotwane Madam Speaker I thank opportunity clarify matter
7876,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker said suspicions raised culture Government sweep suspicions carpet
7877,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane Madam Speaker notice contrast happened For example previous Government hon Ministers would arrested would left sit offices thereby hampering investigations
7878,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker recall previous Government number people injured even killed cold blood Mr Kaunda lying floor blood flowing For matter investigated uproar society As I speak cases killed investigated
7879,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane Madam Speaker light suspicions raised Government could act like previous Government suspicions raised nothing done This Government decided something words investigate Now going investigate people unlike past make sure evacuate offices witnesses investigators free investigate without hindrance happened
7880,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker I also want say transactions take place Government took place colleagues Patriotic Front PF Government Investigations investigations If found officers case answer nothing happen However discovered office illegal transactions took place obviously due process law must take course So reason whatsoever us concerned think trying molest innocent people It nothing like It following good process good governance There need people affected panic Let us maintain cool Let investigative agencies work
7881,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,I thank Madam Speaker
7882,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Mundubile Mporokoso Madam Speaker thank opportunity I listened colleague hon Member Lunte I think central question source information used action Government took illegal audit The hon Minister right says way back time Patriotic Front PF Yes agree audit report referred illegal audit That come information So maybe point want hon Minister speak illegal audit report report sanctioned Secretary Treasury
7883,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker I want hon Minister comment particular audit report
7884,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane Madam Speaker could hon Leader Opposition House clarify means says audit report sanctioned Secretary Treasury Which Secretary Treasury referring Is talking Secretary Treasury PF may something answer particular
7885,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,I thank Madam Speaker
7886,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kampyongo Shiwang andu Madam Speaker agree react complaints coming members public rapidly like wait see looting Sugilite Luapula Province stealing minerals escorted police
7887,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kampyongo Madam Speaker indulgence hon Minister went way talking people killed time got responsibility respond accordingly Sugilite looted Luapula
7888,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kampyongo Could hon Minister share us audit report necessitated action Government taken As speak considering Report Public Accounts Committee PAC So could hon Minister clarify august House audit report necessitated action Government taken clear I think settle question hon Leader Opposition House asking Sugilite want culprits
7889,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,According Standing Order session timed It take one hour So going timed
7890,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane Madam Speaker I thank hon Member Shiwang andu
7891,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane That suspicion come source It come auditing process internal audit …
7892,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane police yes Once comes seems substance requires must follow follow So issue whether report came one one totally irrelevant Even Hon Kampyongo talking stones smuggled He must go police Commission ACC They say Hon Kampyongo listen They They follow
7893,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,I thank Madam Speaker
7894,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kafwaya Madam Speaker I concerned response come hon Minister I concerned hon Minister respect whether procedure follows law law long picks suspicion going act The issue I directed hon Minister unfairness illegality injustice The person signed illegal audit I talking got allowances He used come committee rooms got allowances He removed name He rewarded today promotion Two directors rewarded promotions
7895,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kambita Madam Speaker Standing Orders clear Standing Order No 65 demands hon Members must factual discourse Is hon Member Lunte order allege somebody rewarded promotion based actionshe took favour Government Does facts lay Table Otherwise mislead whole nation
7896,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,I seek serious ruling Madam
7897,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kafwaya Madam Speaker last Parliament I privileged belong two Committees Planning Budgeting Committee Committee Parastatal Bodies These important Committees dealing So I aware directors getting allowances sanctioned assembly The issue quantum never bother I know people get allowances everyday lives
7898,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker okay hon Minister justify care even audit report signed Ringo Zulu sitting Controller Internal Audit even though illegal good source information Is fair
7899,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane Madam Speaker amazes time investigation something always tendency hon Colleagues want frustrate
7900,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane Madam Speaker I think time suspicion aroused normal duty us country say Yes let investigated
7901,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane We situation time suspicion people want say No No way lead
7902,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane If hon Member Lunte Constituency believes person talking something wrong hon Member Parliament ordinary citizen within right avail investigating agencies say Here information need follow
7903,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane It say Do investigate A also No So information go avail investigators evaluate whether makes sense like people They evaluate information found innocent I happy officers competent country
7904,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane Madam Speaker however one competent mean suspicion raised one one beyond reproach
